,source,author,title,description,url,urlToImage,publishedAt,content
0,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",franceinfo,"DIRECT. Guerre au Proche-Orient : Israël mène ""actuellement"" des opérations terrestres visant le Hezbollah dans le sud du Liban, a déclaré Washington - franceinfo",,https://news.google.com/rss/articles/CBMi_AFBVV95cUxPbi1LRHR0b0NWMm83eXVnTi1lOXoxSnZ2TTRSLVBKQ3AzeS0xS1JYdFFtUk9obGtVSXE2UDdXaEdjLXJQcTM3S0dLcVIyVHNySlN2dE8zRHZYLXY3V1lQVHZiNzdVOU15SnpiVm1TelR1d2xiNkcwUDFiNGphMHZkZVdTeFVYSmFjdm54WXdIdzZGdGpsNXFzSmpxZlJ2eWY1dmpjTExpX1NCckVDLWN5RTBHd3htSDdCT19qSWhJUW8zU3FKOC1OS1Q3WnU3a0JoS0xqTFZvUzcwdnQyRHZLNWZ5YkduVTRCSExodG01SzFEMlJUek9XeFlYaFQ?oc=5,,2024-09-30T19:57:54+00:00,
1,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",La Dépêche du Midi,"Magali Berdah devant la justice : prison ferme requise contre l’ex-""papesse des influenceurs"" - La Dépêche du Midi",,https://news.google.com/rss/articles/CBMi0wFBVV95cUxQMi1hRml3SVMzN1N6WThDaWkwWDNIaDZsOTRzcHM4ZEJfNnd2aVZEV1JRZklGUktVbm1zbDVoSXE0V3VaM3N2WmRISGY1Z05kNWFNSVdMWWxPRW5iVVI3VmYtYlZjMXR6UTZXczlBa2IzeElnTjRfSEZIUlFIZGd0SW1zOVVWZENvYy12Y1BBWWNhTjBaenpnenF4ckcwa2VVQnlqUTNxc0xuWmZQUVNRclJnZ0twVFZXOXd4emVIdWxISmlRY21sR2FnTC1LbXIzMVhr?oc=5,,2024-09-30T19:52:00+00:00,
2,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",actu.fr,"""Mythomane"", ""addict au sexe"", ""alcoolique""… Le profil des coaccusés dévoilé au procès des viols de Mazan - actu.fr",,https://news.google.com/rss/articles/CBMi1gFBVV95cUxQb29yeVJzQjBVV0syNGp3Z0E2ZklBNFpNZ0tGRzViMWVfa3dEdmpIZjIxTWN1MWhQTWc3eFZwOGNqZmgzbzR5eGxNTjJtN3VBWDYyWGJEMGk0RUJOWDZFbzdiS1FkZ0YybFZ2dnNCVG1udGRza1M3RTlXajRuMkMxSUlpNHQ1RUVQX2tIMGx5ZGdVNmNKS0I4R1R4UFJ2SEdFNDNRYWJMNW03OElQM2ZBanZvMUVsU0RlODB6Vm9jN0hfbVRjcDBRM3NCU0N6aXZxS2tuWG9B?oc=5,,2024-09-30T19:31:16+00:00,
3,"{'id': 'les-echos', 'name': 'Les Echos'}","Virginie Jacoberger-Lavoué, Ninon Renaud","« Grandir, ce n'est pas ouvrir des boutiques en rafale » : les leçons de Tadashi Yanai, fondateur d'Uniqlo","De passage à Paris pour les quarante ans de son empire, le fondateur et toujours PDG d'Uniqlo, Tadashi Yanai, a partagé avec « Les Echos » sa vision géopolitique, ses ambitions en France et ses défis à venir. Interview exclusive.",https://www.lesechos.fr/industrie-services/mode-luxe/grandir-ce-nest-pas-ouvrir-des-boutiques-en-rafale-les-lecons-de-tadashi-yanai-fondateur-duniqlo-2122349,https://media.lesechos.com/api/v1/images/view/66faf53d0b61cc68a672279d/1280x720/01202136171459-web-tete.jpg,2024-09-30T19:00:08Z,"De passage à Paris, Tadashi Yanai, l'homme qui a construit Uniqlo depuis quarante ans, fait le point sur le secteur de la mode pour « Les Echos ».
Quel regard portez-vous sur les quarante dernières … [+4710 chars]"
4,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",BFM Paris Ile-de-France,"Grève du 1er octobre: trafic normal sur le métro parisien, de légères perturbations sur le Transilien et le... - BFM Paris Ile-de-France",,https://news.google.com/rss/articles/CBMi7wFBVV95cUxNbXI3cGM0QUhGYzZFLWJzN0w5LUVQQ3Bnbzl6M3dGQmxld0pSWW9XTnQ3ZFZSazlWWVcyd0g5SkxHNEdyR1E5aTJUQnpfRTkxUHNxc0FIWkNncm9zMC1STHFaU2pCQzZ5WlVhbXM0VWFFT0o1a2FMeFI4eHYyWWxaSEV5T1paRnJXcUwyVllqWHRycDI0YjBaejY3SUQ4UnlYZUN0RjhNTy0yOUVrS0p5LU9HSW9ESU9mTVh0NkdNSUNJeU9UNkM4TGpqRmVzUUZXMlYxYnFnQU80RW5GOWlERDQzcGZKMnhSM3NEX3AtTdIB9AFBVV95cUxOWE9malJaVW9qdkJlbmhIUXVIUjk0ZVk2cEYtTUhHY0s1OXYxY0RuaWNXMjFZRGJxV1ZrbGR1Tjg2bktpdkdDRTdHSEllZlZrQ1I4cmNFXzFjajJ5SC1uUm01Z0ZrbnpLRE9ySFl0bVRlaHVYNVV0Z1BPemwzc3VVS2JtdkdJcWw1Zlo1eTYyWkN6Z2p3LXN1OS1Kemh0WUdqWXRtZzY5QldscmxLSnExeEF2dXhsdzBKTFktTGZHWUJiai1obkxFbXZHLTFSTXViOExreTVickZtamdEckMxLUpkWmlfVGRuanRVS3cxeEFvd3lQ?oc=5,,2024-09-30T18:34:10+00:00,
5,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",franceinfo,"Présidentielle américaine : le ""New York Times"" annonce soutenir Kamala Harris - franceinfo",,https://news.google.com/rss/articles/CBMihAJBVV95cUxNQWtCbEJTXzM1VHUzZEVMcmFQVFlvWE9RcWdrVFB6ZkZiZ3FyS3pQS1dHbTlUR2NXLXRlMG5oWWd3SFJfOFRySFV2N1FqWHl5RnZQb2dZbHd1Q1ZyelA3M1Y3cTZYY3d1TGhXYld6b2U0dy1CZ3Q5WDZ1NGswS0lRTGdyYjdNRHIzLUhXM252QmcxczlIUkxXLUoxY0FzajdwODdTckpFWDlMbWlPcDUtLVZRVlpMeERiY0NTZ2o2OGZKUHdsMExrUHM5VFZKTDMyZ0FtbmphWWRteEp5RDBGUzJDOXotaUVkZjgwSUlHdW1HdkpYYjZBVlZxa3VtVWJoWi1hag?oc=5,,2024-09-30T17:33:39+00:00,
6,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",BFMTV,"Le député RN des Ardennes Flavien Termet, benjamin de l'Assemblée nationale, démissionne - BFMTV",,https://news.google.com/rss/articles/CBMi6gFBVV95cUxNaEN6b2c0dkdHakplM05Md2gtWjlnaG1LUnlJSUtuQVBoY1dYTXd2X1ZPRVg5a01xT0FkeWtvVXpZR0NGcm9GODRRM0FjU3o0cXp4dFJUeUcwYUlhUTYtdDVQeFdMdXlqTFNwdFVTZUJPVnFBZ0RKYWZyeW90Q1VCTC1MN3g0SjNUTW8tR0ZHbjBSMHlUdm8tXzVORjB4bzZnMF9CVU5oZlR0bDlCN1hCWV9oUlpPbHRLWmc4TTMtcnJpZHQxdUFHdmNYTGx0MjVKQlltMG5JYTJoRXVnRkc4U2wwUldTdEJrZFHSAe8BQVVfeXFMTzBHeEpGRlhrWWg3QTNkMHF3TWlHMTU5R1dwT0QtM2ZFQ3RaOVNLYWJoOUVuWFZUSnNKRWJzbkJSbFhiVHl2Y09GUVhsYVo2THV3RE5MaUsxY01sQUlDUlV0Y0xyc1ZXcVp0dGJuWl9fbDBfTFJLRy1uMXdvenlqcEgyY3JidEI5UU9BQUR1a1kxR05sdVk0M3VHazQ5RTFwbEhUcUc0YkxIV2xRMzdRRC1GNzZPX0tMNUZzOURjTmRDLWRDTG1lamlhY3lkc1M3ZFVNdUM4ck9XeUNkYTU4Q05WSXpwdU9sV1VWY2RJck0?oc=5,,2024-09-30T17:30:53+00:00,
7,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",franceinfo,Un assistant familial mis en examen pour viol sur mineur et écroué en périphérie de Nantes - franceinfo,,https://news.google.com/rss/articles/CBMi3AFBVV95cUxQNjVmcl80QXd5Y29nU0dueVFWMlR1UmszTlZFZThVNnpPUFNZTmZQNUg0QnUzYTNDZG9jeHJLdnA4YjN0M0JDT1BpbTBqTmViSV9OaXBwZGkyWk02T3JlSXNDTXdHbW5ocDZxYV85dTV5M2d2OWFjS3Fwc2lMR0JTX3FzaWJVVDAxNmVIY2cxeGVxdURpd29XTzBOY1ZFaXdhS3dDaWF5eG91UV9WMndodlRJSHZIN3VaaXAyUWs2YVBoN2Y2bXBXNmRzUTVjLW4xOG1LbnZRSGlBTWdm?oc=5,,2024-09-30T17:25:28+00:00,
8,"{'id': 'les-echos', 'name': 'Les Echos'}",Isabelle Ficek,"Impôts, immigration, pouvoir d'achat : Michel Barnier attendu au tournant","« Deux exigences » figureront mardi dans la déclaration de politique générale du Premier ministre, prévient Matignon : traiter « la dette financière et la dette écologique ». Un gros coup de rabot sur les dépenses de l'Etat se prépare. Le cap sur l'immigratio…",https://www.lesechos.fr/politique-societe/gouvernement/impots-immigration-pouvoir-dachat-michel-barnier-attendu-au-tournant-2122343,https://media.lesechos.com/api/v1/images/view/66fadd1a539629252c429ae2/1280x720/01202123339680-web-tete.jpg,2024-09-30T17:17:09Z,"Il l'a expliqué ce week-end lors du congrès national des sapeurs pompiers. Michel Barnier a « l'âme, la volonté, l'état d'esprit d'un sapeur-pompier », a-t-il dit, filant la métaphore face à la multi… [+5303 chars]"
9,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",Le Monde,"En direct, gouvernement Barnier : à vingt-quatre heures de sa déclaration de politique générale, le premier ministre annonce qu’il ne sollicitera pas de vote de confiance - Le Monde",,https://news.google.com/rss/articles/CBMi1gJBVV95cUxOSzVJRnh3NEhGckFUOVRtaEUzdkdoR0d6blFpaVduejZHRDlIZUE0MmpKSUtoVHJwZWk2NU1NTnpzR2VjMDF2dTNtU01tTUpkOFZVdFBLUmUzQmhrRXNtOVMwU2IxLUZrd3RJMlNSdU9OQUtLUS1Wb1FTeXlnbFlLNXpJSTlvWGowNVlHVFhUMG96NFdrdkFlMEI1OHc0aHBWOEUzS0ZqeWl4YmxCaGpDcmEzUmJXdEVSOWJDN0wySVVmZk45QWFzd1pjRXVKZmhRUmMtOTdMQ1phd3JtTkJLVTJMZTRGb2FncWdrd0tieFFxeDgxcWdHVG41LUlkVURpNzRiVXpZemtuMktHczFnYVY0SkNfNVE1SnJkVDA4dUhMTnEyVTlKT3BUQ1BOUDkzMXlmMThBc21DaGZGdzhTeThoYWdHdWx0MGFYRmUzSFhxdXQ2VWc?oc=5,,2024-09-30T17:00:02+00:00,
