,source,author,title,description,url,urlToImage,publishedAt,content
0,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",BFMTV,DIRECT. Convention démocrate: Kamala Harris à quelques heures du discours le plus important de sa vie - BFMTV,,https://news.google.com/rss/articles/CBMisgJBVV95cUxOcnVGVkU5YklRcnRIbFlGY0lXTUhMZDE3QU11UjlTRnY2TzJ1SXdmQlRtYUxRSFEwT0JBT3RFM2hWdHVGc0NBb19HQlhYalAxRVNuWi1YbjRVdnM0ay1xMGtqb0hyVUtFa0FXTFI5clI0YXVRazc0ZUVtVV96S2JZMWpTTC1hUHpsU3NrM25uRUMteHRJTlZrZnNrRWlsRGFjODRIVGxSQ19Yc2YyQ2dES1V6Qy1UZVQ0dUR4OHIxbHdxWW83ZUExOXFiWTlXSUhad3k2S0x3SmVyblNpelV4MHd0bnh1WnlnTzQxOUtVMWQ1ZkI2LWY3bzNZSnlueXJnbWo0YkZraF9FalpuQXBfUFVBbEExeHhpZ1Q2SGxYSDlWRmtOVzFtdk45R2V1TTdNbFE?oc=5,,2024-08-23T00:28:45+00:00,
1,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",Le Monde,"En direct, guerre en Ukraine : Kiev revendique avoir frappé une base militaire russe dans la région de Koursk, avec des bombes planantes américaines - Le Monde",,https://news.google.com/rss/articles/CBMiuwJBVV95cUxOVGt1UG5LNVNIaGNkVmRqN0gyem1icWJiekhPOW1JNzUxajdlUFRxT045UW0tM2VVbWdESFl1MjEyakNJLXRCMmZLSUY2cFJNaDhqZ1V6VkdCR1IyLUMwZGdpSmhwNGpSVU9Xbi1PQUZ2V2U4MUlPeTVHZlZYR0hYSDcwMHZWNmtuSG1ESHRDOV92aENVSWhzMkJlV0ZYY3pNRzAzaGphVllsRmJyajUtYVBHazZNRzR3S2RtQ1R2MDBaTE1fT0pPNWJlc1B5c2k2RDRtR2F1T2hTXzlIQ2V5eFJKcHFYdHl6bjRGRmY0UjE3Y1VqNWphUEZsZWN1c3RSV0VUemJEMDB5QUpTanQ5VlJUcV8tR0Fnd1lOWGlTQmVrbkpHR05EZzBHbU5kODZYc0wzZWpGQTB1cFE?oc=5,,2024-08-22T21:22:20+00:00,
2,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",franceinfo,"Nouveau gouvernement : lors de son premier meeting, Lucie Castets appelle Emmanuel Macron à ""respecter le choix des Français"" - franceinfo",,https://news.google.com/rss/articles/CBMikwJBVV95cUxOWWRHRkZ4dGRtVWNKVExUaGFhSUJKcnkzZG5KWFFrUHo3S2ktbTBCOXlnS3NfaDA2czVTWk5kcXFUVV8xZjZNRXFwYU5ZX0lRNmJ6dXZIZE93WGhraThnNUJDc3ZSZXctS2pzcGpOZzlMNEZsaGFpTURWMjlpTlpSaWZKOWN5ZDdzTjBQSTVQdDdXMlBYZmNvRWdqSFZZQ0M0aDNhd0I1TnZzUjd1RFRCdUU1QnEtVDdwTmwxU3dQY2FfamtpWi1Uc0xjZHFrejFRYTZSNkhNSHA0bm5FbkFLVVMwZUlva1N6dl9rV3B3aktVdUtOM0VyMmk3QVNMSTdKYlhMQzNqd2ttNnFBVFliRjZNZw?oc=5,,2024-08-22T20:06:53+00:00,
3,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",Sud Ouest,"Limoges : un cold case resurgit à la faveur d’un banal contrôle routier, le meurtrier identifié par son ADN - Sud Ouest",,https://news.google.com/rss/articles/CBMi4wFBVV95cUxOd3d3bGd2XzFzcTFPVXZwS096WGhQNXN3SGU1R1Z6TE5ZbjFjVXBGWFZyaW1WM1dMWTRmTXNva09NS2wtTERqSUNUNHA2YXlLUGlDMkQ0OFk3ZnRoSnlxUV8yS2g2bzFTRkstSDh4R2pfTGZpZ1IwRENkck9rVjVrU3Y5UHpobzZ5WkliWS1yX2pob3hSaVBERy1uY2V5RzM3LUlUak1JZ3BiWXNlbFNfUTl2OU5Ra1BmNHlyekxDbHVoSm9lbXpfZE9yX1JUVlc0azFvQTY5VG9XLVQ1U0pjM2pDUQ?oc=5,,2024-08-22T19:30:52+00:00,
4,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",Euronews,Comment le Portugal a-t-il réussi à réduire le nombre d'incendies en seulement six ans ? - Euronews,,https://news.google.com/rss/articles/CBMiygFBVV95cUxQS0szaWV3RHAwYU1YYUxyNlhvd19PaE5VSVJiZ3RjeVRXb0MtS0Z2Y1lMeExZUjBaNlRlV2JzbGt1NW5sX1l3M3hETjFQNzh3UFBBbmxZZGhJNGdFUXpqOUJDY0wwb0dLRlJkUExuZk9ScDhybjl0cjdoTUhGU2NNX0ZvSXhHTGpEZ05iMndWSlVXdDEtQ19uS1cxV2laWWNYMGZpLS1ueTlYekxsdDhXeVZIM3VvZzdFY3pvLVBjN3lOcEp0SllEU3BR?oc=5,,2024-08-22T17:57:00+00:00,
5,"{'id': 'les-echos', 'name': 'Les Echos'}",Dominique Chapuis,Le géant Nestlé nomme un nouveau patron français à sa tête,"Nestlé a annoncé jeudi que le Français Laurent Freixe deviendrait son directeur général dès le 1er septembre, succédant à Mark Schneider qui quitte la société. Un départ qui intervient dans un contexte difficile pour le numéro un mondial de l'alimentation.",https://www.lesechos.fr/industrie-services/conso-distribution/le-geant-nestle-nomme-un-nouveau-patron-francais-a-sa-tete-2114812,https://media.lesechos.com/api/v1/images/view/66c7754f4e637f18bf45f7fd/1280x720/0120617740181-web-tete.jpg,2024-08-22T17:28:42Z,"Départ surprise à la tête de Nestlé. Le numéro un mondial de l'alimentation a annoncé jeudi la nomination de Laurent Freixe à la tête du groupe. Le Français de 62 ans était jusque-là, vice-président … [+658 chars]"
6,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",Ouest-France,"REPORTAGE. À Tours, Lucie Castets accueillie « en Première ministre » par les Verts - Ouest-France",,https://news.google.com/rss/articles/CBMi7gFBVV95cUxPdnFBTTRlZzRMcGpsZUtJNnpteWgtZ2dkcmgyZmhBWWFkb21fTzRldm5fcVlnMS05dUVHTldfZUJXVDdfTVJfZ0NVWThOc3puS0laeTZGZGF0cGZ0eTBNQ0dVUEtrR05DZ3c4aGNBUlRxbDNzcVp1blF1Tkd4RFdZZEN5b05QVHZlejAtWTdQaGpfWjZUbFFPX2Y4b1FCZUtfaUM4OFFNZVY4VEZTdHozMmVxM3Q3OHo3ZW1EdVBsaGdmYjVXVlhxeW5lT1hrWjI4STVleDBRdjhjWUpORVBTUDBRazI2ZzlTTkRlNVh3?oc=5,,2024-08-22T17:21:50+00:00,
7,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",Le Monde,Mort de Nahel : le directeur du journal « Oise Hebdo » condamné pour avoir divulgué l’identité du policier auteur du tir - Le Monde,,https://news.google.com/rss/articles/CBMijwJBVV95cUxQNUVZMVhnWUwxeUN3U2JOdmxaN3B3NmdZYmZTWnRqSkpiNXV3VXM2SWRCelBnd2dabVQ4RTNZM184WlYxc3VuVjNDYjBJYURxN2dDVkkxb1dEOHN6R3J6YzYwSmJ1T0RZeDBmZ1VnVXcxZGpXLVNac2h1SkFLeEM0TlZHVDRmb1l5a2hHLTV3ZDlFVVVIaGt0bFRXc0x6eDQtamZpRjdkc2FHX0w4WmQ2VXFpdU11WjhXRUhUSnR0c04zX3RLU2tDUjFZZnM3eE93QWczNy10bElIYnVvcl92V2NvUk1oSlpLWjN3cURyeENQY1F1R2U2bTVmd3FaY2NWSGVOVXpHM2doMGRvUU9j?oc=5,,2024-08-22T17:05:21+00:00,
8,"{'id': 'les-echos', 'name': 'Les Echos'}",Julie Zulian,"Pour leur rentrée, les Ecologistes veulent faire l'unité derrière Lucie Castets","Les journées d'été des Ecologistes ont débuté ce jeudi à Tours. « Il n'y a pas de plan B à Lucie Castets », a clamé Marine Tondelier.",https://www.lesechos.fr/politique-societe/politique/pour-leur-rentree-les-ecologistes-veulent-faire-lunite-derriere-lucie-castets-2114810,https://media.lesechos.com/api/v1/images/view/66c76f592239005c1005abf7/1280x720/0120614130644-web-tete.jpg,2024-08-22T17:03:14Z,"Pas de changement de cap. Malgré les remous provoqués à gauche par la menace des Insoumis de lancer une procédure de destitution contre Emmanuel Macron, les Ecologistes maintiennent l'unité derrière … [+3226 chars]"
9,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",RTL,"Naufrage en Sicile : le corps de Mike Lynch, le ""Bill Gates"" britannique, a été retrouvé - RTL",,https://news.google.com/rss/articles/CBMizAFBVV95cUxPSEF1bDYyWFJjSEFrdTJOMHZ2UThYQTZ6X1lRYVZiOURCSm9idng1TEF6YzV0blNjM2trRW1wa0tSWnZyTFlrek4zZlU0ZDN3Sm5mOFVvckRwYmxoMkM3YU5GdnJ6eVFLZ0RfZkJ5SWtKYlRETnprWW1XN1FqaU9VWlhXb3JSNlQzX293ejlhelp6UTRZNUNXRm9hcGE0Q1VkN3hNSVh6c19kMzRsbVpWelFWZVFsdWRrU0lKcUJNNkNBYlhaNmZwQXNjZl8?oc=5,,2024-08-22T15:34:12+00:00,
10,"{'id': 'les-echos', 'name': 'Les Echos'}",Emma Launé-Téreygeol,Présidentielle américaine 2024: ces républicains qui vont voter démocrate,Des républicains anti-Trump ont pris la parole lors de la convention nationale démocrate de Chicago pour soutenir la candidate démocrate Kamala Harris. Une mise en scène qui témoigne de la fracture du « Grand Old Party ».,https://www.lesechos.fr/monde/ameriques/donald-trump-voyou-criminel-ces-republicains-qui-vont-voter-democrate-a-la-presidentielle-2114778,https://media.lesechos.com/api/v1/images/view/66c756833db65142f0162dd7/1280x720/0120611581510-web-tete.jpg,2024-08-22T15:17:14Z,"Qui sont ces républicains qui soutiennent Kamala Harris ? Depuis le retrait du président sortant Joe Biden , de plus en plus de ténors du Parti républicain appellent à voter pour la vice-présidente d… [+4175 chars]"
11,"{'id': 'les-echos', 'name': 'Les Echos'}",Nessim Aït-Kacimi,Comment la Fed a réagi en 2016 au séisme de l'élection de Trump,Les transcriptions déclassifiées de ses discussions et réunions offrent une plongée dans les coulisses de la banque centrale américaine au moment du choc de l'élection surprise de Donald Trump.,https://www.lesechos.fr/finance-marches/marches-financiers/comment-la-banque-centrale-americaine-a-reagi-en-2016-au-seisme-de-lelection-de-trump-2114777,https://media.lesechos.com/api/v1/images/view/66c75388a9662549ca18891d/1280x720/0120578887103-web-tete.jpg,2024-08-22T15:04:35Z,"En ce 1er novembre 2016, Hillary Clinton était encore en tête des sondages, mais l'écart se resserrait avec Donald Trump. Il tenait ce jour-là un meeting dans la ville d'« Eau Claire » (un nom hérité… [+981 chars]"
12,"{'id': 'les-echos', 'name': 'Les Echos'}",Grégoire POUSSIELGUE,Gouvernement : les différents profils pour succéder à Gabriel Attal à Matignon,"Après sept petits mois à Matignon, Gabriel Attal devrait être remplacé dans les jours qui viennent. Le nom du futur Premier ministre est tributaire des consultations que mènera Emmanuel Macron à partir de vendredi avec les différentes forces politiques représ…",https://www.lesechos.fr/politique-societe/emmanuel-macron-president/gouvernement-les-differents-profils-pour-succeder-a-gabriel-attal-a-matignon-2114773,https://media.lesechos.com/api/v1/images/view/66c75158c281b17bfd1731b9/1280x720/0120609798367-web-tete.jpg,2024-08-22T14:55:15Z,Emmanuel Macron va recevoir à partir de vendredi les différents chefs de partis et de groupe au Parlement pour tenter de trouver une porte de sortie à la situation créée par les résultats des électio… [+6961 chars]
