,source,author,title,description,url,urlToImage,publishedAt,content
0,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",,Google News,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",https://news.google.com/rss/articles/CBMiuAFBVV95cUxNbkx2M0Fwdkx0WlNPdklVTzVOYkVjNnpNd0YwSk9WdV9uRzNRbnFVaklIcjg2a3Y3Q1hHcnFhWGluVjgwLTk1ajFQSW90dU54ZktXNGpLVkhOYURRMDNfSGowblRaRHo2MFV2T05FWlVKQlB6Z2FmdmVqZmhIUUQ1ak5DSFIzTF84WlVQMFlaTUZiUEU0b3VuZUlaMHF1RVQ5N01rMTR3MmpaYkRHREVudmF2bHVTbkNO,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw,2024-11-24T21:02:00+00:00,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
1,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",,Google News,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",https://news.google.com/rss/articles/CBMiuwFBVV95cUxOQllnLXlpdi1WV1FqTmpZMUNaOWJVV2k5Z09ueDBySk1BMC13UkxHaXItakZSNTkzX3hBYVFRV0pYNkt1T2RueEFLREhlY1paRXM4V1liWnlZTEROTGpqaXN1Z2tWbmlJOV9tUmNxRUlDV3BxcjZTMnZkYTFvR0FNeDRueldheDZtaW9EdnNLbWlPNUk2RE1PcUdFRkJUbkxheWlnMFNoR0ZyN2ZXLTFtYk5pT09kN1MyWHhz,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw,2024-11-24T20:15:55+00:00,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
2,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",,Google News,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",https://news.google.com/rss/articles/CBMi5gFBVV95cUxQVXptb1BPcFJtME5MLWJwc0tYeW9HcDRULXpEQVNhcEpBSEI3b2w0VU9Od3BkOVBQQjlqMjVlUWZLOUZfbm9WdXNoN3BUaXpiV2QxTUJodG5COWtMTlRxdElxRUh4M3BrVF91YlV2SE5IM19CZjlKV25FTmRQVG11Vm9vdkctRDNicUFmamV2cTMwRHRlZjJQR0lXNXhDSlRCT3lSZ25CS2Y3bzlPNEl0aENwdzJ2ZnBVY2xJR3hrd0Q1LXRZZGx5VTJGUzFENXJYVHBEMHJoaUZmOXZCOVIzT2JLdXg4QQ,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw,2024-11-24T19:42:34+00:00,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
3,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",,Google News,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",https://news.google.com/rss/articles/CBMi2wFBVV95cUxQTEdlQWNXaURGTzJKN2ZUUDhPSVBYUnlMOWtxWGFCb052M3c1bFNCcXBjMjE4X2dfZXVUSEptUlRGV2o5WlZub2hyWlR5eFl4ZXZHTkRLdXc4ejcxdHQxbUdvblhCYk5FZEtGQ2k0RlItZm5HN0N1TENiX0lfMHR2bTluMFNXVGM3a2RZeklDZU1BVnEwS2RucXVwSVIzVmFtR2QtdXA1NkVmcVEzWjNpUXhTd1gweWpkakNPYnM5NGo1RUFYVXo0SUVoNWN6TGttVTZfdGNvWEI2UkE,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw,2024-11-24T19:22:26+00:00,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
4,"{'id': 'les-echos', 'name': 'Les Echos'}",Les Echos,Mercosur : Carrefour est menacé de boycott au Brésil,"La vidéo du gouverneur d'une région brésilienne très agricole, appelant à boycotter l'enseigne française, a rencontré un certain écho sur les réseaux sociaux du pays. La direction locale du groupe a dû préciser que son choix de ne pas vendre de viande issue d…",https://www.lesechos.fr/industrie-services/conso-distribution/mercosur-carrefour-est-menace-de-boycott-au-bresil-2133556,https://media.lesechos.com/api/v1/images/view/6743729c3ffda95b131037b9/1280x720/0130993251793-web-tete.jpg,2024-11-24T18:38:14Z,"Les effets du Mercosur pourraient prendre des tournants inattendus. Alors qu'en France, les agriculteurs sont vent debout contre l'entrée en vigueur du traité de libre-échange en discussion entre l'E… [+1902 chars]"
5,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",,Google News,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",https://news.google.com/rss/articles/CBMiwAFBVV95cUxQbUNTQkk4ajQyeGxfS3NWc3FXQlVldDJnRzRWQ2pUTHpkZS1FbGVIODQyRHlFd3ZxdF9INzE4dkZEeUFadTIzVDVrVmZjWWUwYTNLdUFycjVINjBaOFNYdEQ4NmIzV0lVdUFGTGRnSnZrbUZFQmV4aVVTT0lZQnUxWXBVdm9KT3pNYkpYSTRjaDFlMnlPaWh0Uk1EdnBjRk9ZbF9zNVEzMkg3RTNHZnNBVG5CZV8td2lBOU90STJhVXc,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw,2024-11-24T18:27:58+00:00,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
6,"{'id': 'les-echos', 'name': 'Les Echos'}",Julie Chauveau,Climat : retrouver la volonté d'agir,"Après trois nuits blanches, le président de la 29 e conférence sur le climat de l'ONU a fait adopter l'accord sur la finance climatique à Bakou.",https://www.lesechos.fr/idees-debats/editos-analyses/climat-retrouver-la-volonte-dagir-2133555,https://media.lesechos.com/api/v1/images/view/674369af8d5bb0630324edbb/1280x720/0130985840435-web-tete.jpg,2024-11-24T18:00:08Z,"Par Julie Chauveau
Publié le 24 nov. 2024 à 19:00Mis à jour le 24 nov. 2024 à 19:34
A 29 ans la diplomatie climatique n'est pas morte ce week-end à Bakou, mais son état s'aggrave. Un texte a été si… [+199 chars]"
7,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",,Google News,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",https://news.google.com/rss/articles/CBMirwJBVV95cUxOTWVkLUlqeVJDOV9vcGlYMm81b1RmR1VybVRlMWZHZGlPbUhGUHdMZGdwVnJBSHpwQkFFNHVLM1gxRGd2SV9uMDhURVhHN2JDNlNOdHdnRU96V2piN3d2MVEtdHc0NVd0MDhJR2xUcGlsV1ljRE1nQzNCVUpvVFkyRzBBZkdTUmJVRUtrbGNBUXc1MGFVS1RFa3Rla0FuRFJNbkZLOWxQTnkySk1sc3lOalFsYm53LV9iTHpwUGFoTDgtOVJyWWZTWWZEWm9iX0JkeFFvQjlFNjdKQVliMEJ6eUhSSFF6akJFc0ozMmkteEFEc3ZwY1ZRb3hfTzV6bmxaNHZDTVpibzU3UzNuMmNZVTRRb3NTYnBMcy1DczhuRVdKRkNYcWpSanNkTHpRelE,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw,2024-11-24T17:45:37+00:00,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
8,"{'id': 'les-echos', 'name': 'Les Echos'}",Cécile Cornudet,Censure du gouvernement : l'engrenage,Le RN et le PS abordent les négociations de la semaine avec tant d'exigences qu'ils rendent presque impossible un geste de Michel Barnier à leur encontre.,https://www.lesechos.fr/politique-societe/gouvernement/censure-du-gouvernement-lengrenage-2133554,https://media.lesechos.com/api/v1/images/view/673f6bd28c949f0e1167a71b/1280x720/0130842317098-web-tete.jpg,2024-11-24T17:45:35Z,"Par Cécile Cornudet
Publié le 24 nov. 2024 à 18:45Mis à jour le 24 nov. 2024 à 21:54
C'est fou comme le mot « responsabilité » est en cour ces jours-ci ! Si le RN et le PS ne peuvent pas être soupç… [+371 chars]"
9,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",,Google News,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",https://news.google.com/rss/articles/CBMiqgJBVV95cUxOeFNOc295dm1nUDdjaF9kRVN3UV8ycXEtRVpnRUF2cnJiTjhJTjZMWG5uZ3hqdXktNWR5VG1wbFdlRmR1ZWpMLTRWOThjcHpVY3M5dF8wUjd4dlZSc0NJSTh0cFZqaEF4SVBEbVE0QXljR2IwakxMakxwZFR2QkxsbmpWdDFqWmFQcnZvM24zMVdGLWNxMmI2VjZmVzhkdF9zOGRGRllfWEl2YzhoOHo1UHdic1RMbF9CWFExY215eThmRVFHVmhDbGNEcVkta1J5UVZsRW5jRVBILUNpT0xIbDZpODl2VS1tUklmYjFtVWN0bEV5T28zb0JSRHRMNm9Fd1Rad3k5amhrbU1ybUhGekxsVnpSQWxicXVtUEVwem80dDNMX1I3SV9R,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw,2024-11-24T16:25:00+00:00,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
10,"{'id': 'les-echos', 'name': 'Les Echos'}",Isabelle Ficek,Michel Barnier tente de desserrer l'étau de la censure,"Le Premier ministre reçoit cette semaine tous les présidents des groupes d'opposition au Parlement. C'est Marine Le Pen, dont les menaces de censure sur le budget se sont faites plus précises, qui inaugure ces rendez-vous ce lundi matin. Le gouvernement met u…",https://www.lesechos.fr/politique-societe/gouvernement/michel-barnier-tente-de-desserrer-letau-de-la-censure-2133550,https://media.lesechos.com/api/v1/images/view/67434d8dbc9f8f2b2d3ee00a/1280x720/0130888414593-web-tete.jpg,2024-11-24T16:00:09Z,"En ce moment, Michel Barnier est particulièrement motivé. « C'est assez motivant de se dire qu'on peut partir demain matin », a-t-il en effet lâché devant le Congrès des maires jeudi, avec l'humour g… [+5132 chars]"
