,source,author,title,description,url,urlToImage,publishedAt,content
0,"{'id': 'le-monde', 'name': 'Le Monde'}","Pierre Bouvier, Luc Vinogradoff et Louise Vallée","En direct, présidentielle américaine : en baisse chez les Afro-Américains, Kamala Harris présente un « programme d’opportunités pour les hommes noirs »","La candidate démocrate et son rival sont tous deux en campagne en Pennsylvanie. C’est le plus grand des sept « swing states » qui décideront de l’issue de scrutin, ainsi que celui qui rapporte le plus de grands électeurs.",https://www.lemonde.fr/international/live/2024/10/15/en-direct-presidentielle-americaine-en-baisse-chez-les-afro-americains-kamala-harris-presente-un-programme-d-opportunites-pour-les-hommes-noirs_6351439_3210.html,https://img.lemde.fr/2024/10/14/64/0/3049/1524/1440/720/60/0/d5b8d39_2024-10-14t225039z-1487108700-rc2mkaamkar1-rtrmadp-3-usa-election-harris.JPG,2024-10-14T23:57:13Z,"Bonjour,
 Dans une hypothèse où Trump perdrait à nouveau les élections et contesterait à nouveau sa défaite comme en 2020, pourrait il mener des procédures judiciaires voir inciter ses partisans à u… [+3829 chars]"
1,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",TF1 INFO,Législative partielle : Lucie Castets bientôt candidate de La France Insoumise en Isère ? - TF1 INFO,,https://news.google.com/rss/articles/CBMi0AFBVV95cUxNNWFzNWczZVc4WXh6eFlIcHBvQjBBT2p0elpiVFY3el9BSzYxZmdMdWxEN2VyZDdkSnd1WkMya2NXN2hadDdibGJoa0ZDeGNNb19DMVN2THRXc3BjOU9XNjBnV2syRUo1Y29MTWpOQTVmV0tPcy1XY0ptVjhvQV9XZmU2a2VhZ2wweHAyRkVMTFU4ZUxiX3RuSUZUZVVHZUNjaE1IT1lPM1RSZWVvNHV6ZmVoZGpGblROSkdCbWQxdTluR3o0Ry1kLWd5cEFLc1Bw0gHWAUFVX3lxTE9JRjJrLVJ5UUdkZVpoNTJlRi1YeXlMbWdrSlVOcjBKSVhtMHhqZTlWWENCeThib3J0cmFaMy0wSkFNbXUzcTJucVV1YUFQdDdRMV9VemtJVElHVTZVeWZ3ODgzc1Z1NTY1NnZrcHhsNU1xc3oyN0tRd2lvb0x4YXN2eFFaMUthb25Ia3lZbkgzT0cwR0xSU3JRNEREZFJ1N04tYzZEVWJWR3BmYlZmbjUwR3p0N1pGUXpIaTE5cWFncXBQSlVLZVF1NFJiX1RVbG12ODRtMkE?oc=5,,2024-10-14T20:03:08+00:00,
2,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",Le HuffPost,"Israël-Liban : malgré l’appel de Netanyahu, le ministre des Armées justifie le maintien de la Finul - Le HuffPost",,https://news.google.com/rss/articles/CBMi8AFBVV95cUxPbEkyWlQtSjN1MTZLdTdJTDNFVFVhUENuV1RCR1EtX0paczlMaFFTN3N0UnFBSG50R1JZV20wd2NKOGJBWFF2a0FiMmxWSmNNY3F4ODFOZ3hLRm8xODBUUVRaUWFHdGhtUkdnRU9vQlF5bUhvYnI1YlpLaTQyT1lhYVpUVUZ5aVR1YkVIVno2TFEtakF2Z1E3NUxrZHB4dHFEWHpnSWNzd2pZNGFTT3hNWEVfOURndTR6bkJ0b1VKOG1Cb0dFZWdxb3pTMVowVzFpSjV6a3VKQ3RVdDVzMzN4Z3Y1VExJeU1wbFE2MDNMSDQ?oc=5,,2024-10-14T19:49:10+00:00,
3,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",Le HuffPost,"Météo : après Kirk, l’ex-ouragan Leslie va provoquer un déluge en France dès mardi - Le HuffPost",,https://news.google.com/rss/articles/CBMizwFBVV95cUxNRXpFYlMzWktlcnEteXNNa2hrR0FwRW5RRlVqczRtc1BwNU9jeDNJaE9BM2JDNkRJZFZyOTA2RzJrVzR0RzNvek5oTHYya3JteWM5M1pzZzhFZ1RYdVZkWlNETG5Eb2d5UWF2UEtXTk80a3lpczFxMjI2UUNtdXFMaGZFU3pWUF9wUXU1Z0pWVXlXRUVPbWh4VVdacERWMU9JX1hyYmdjbHFsalUzZ29yaEpvSmFZWHAtZng5UDliVDZiNUhEbThFWkR3bnlXYWc?oc=5,,2024-10-14T19:00:37+00:00,
4,"{'id': 'les-echos', 'name': 'Les Echos'}","Guillaume Guichard, Lionel Steinmann","Au Salon de l'auto, de belles voitures et des dissensions franco-françaises","Pendant que le Mondial savoure un lustre retrouvé, les patrons de Renault et Stellantis s'opposent sur l'électrification du marché.",https://www.lesechos.fr/industrie-services/automobile/au-salon-de-lauto-de-belles-voitures-et-des-dissensions-franco-francaises-2125255,https://media.lesechos.com/api/v1/images/view/670d56931739605cfa3625c9/1280x720/01202730194828-web-tete.jpg,2024-10-14T17:36:11Z,"Emmanuel Macron « adore la bagnole », selon ses dires. Il a donc pris le temps de faire la tournée des stands français du Mondial de l'automobile, lundi après-midi, durant environ deux heures. Même s… [+5304 chars]"
5,"{'id': 'les-echos', 'name': 'Les Echos'}",Jacques Paugam,Budget 2025 : les députés LR engagent le bras de fer sur les impôts,"En décidant de s'opposer au relèvement de la taxe sur l'électricité et du malus automobile, la droite envoie le signal à l'exécutif qu'elle n'est pas prête à tout concéder sur le projet de budget. Le groupe de Laurent Wauquiez estime qu'en matière de baisse d…",https://www.lesechos.fr/politique-societe/politique/budget-2025-les-deputes-lr-engagent-le-bras-de-fer-sur-les-impots-2125251,https://media.lesechos.com/api/v1/images/view/670d526289851b5f555f2fe9/1280x720/01202735509724-web-tete.jpg,2024-10-14T17:18:20Z,Être de la même « famille » politique que le Premier ministre n'empêche pas d'avoir des désaccords. Ni de les faire entendre. Après avoir accepté à contrecoeur le principe de hausses d'impôts ciblées… [+3535 chars]
6,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",Le Monde,"Procès des assistants parlementaires du FN : au premier jour de son interrogatoire, Marine Le Pen n’a pas eu le « sentiment d’avoir commis la moindre irrégularité » - Le Monde",,https://news.google.com/rss/articles/CBMi2wJBVV95cUxQQklvWWdDRUZoOEVBTnc1YTFXZ3dqWFpYZjJ6N2tFOVcyTmNZQ20zN3hDY1VTWXd0NVJPQ0g4enpQdnU4OW55N0tWRElYRGpPSHpMb1g2M2RjVkRTRzFrMTdmSUJQaXBIeGxiempOUmJmNk1PVGR3Q0NFbjRMemJwQVdYR0FMR0FmRWhzclBOcVNDaVNRaDZ5aWx3RC03MGpMN19qMTdMMGhZOEZhem44ZWx5MGJrSG5LaEZreHpwS2tCQ25GUUg5aEhHY2UxcHMwZ0lOS0lzY1dzb0w4TTFmbW9iVU5MbjF2enB5QWE3X0VUbWZoQlJXN2RoMjJpVGhfY29tUHBtZ2NycDlJLVJiTjJ0VzdObDE3a3hSSnQxRmhaN3pmMHplUEd0cVFPT0R1YVNta3VvSHV0MkdwdDF5aTJaYWhVZjRZY0o3dkxuUDdJWjhOSVR1eVR6QQ?oc=5,,2024-10-14T17:10:24+00:00,
7,"{'id': 'les-echos', 'name': 'Les Echos'}",Valérie de Senneville,Comment les restaurants traquent les clients fantômes,Les clients qui n'honorent pas leur réservation sans prévenir sont chaque jour plus nombreux. Ils pèsent de plus en plus lourd sur le chiffre d'affaires des restaurants. Les plateformes de réservation cherchent la parade.,https://www.lesechos.fr/weekend/business-story/comment-les-restaurants-traquent-les-clients-fantomes-2125248,https://media.lesechos.com/api/v1/images/view/670d4e32dbc0e658fa7b73ab/1280x720/01202597863413-web-tete.jpg,2024-10-14T17:00:28Z,"Par Valérie de Senneville
Publié le 14 oct. 2024 à 19:00Mis à jour le 14 oct. 2024 à 19:01
Les quatre amies arrivent devant chez Coya à 20 heures pétantes. Elles ont réservé et laissé leur adresse … [+728 chars]"
8,"{'id': 'le-monde', 'name': 'Le Monde'}",Adrien Le Gal,"Joe Sacco, auteur de bande dessinée : « Sur Gaza, je n’attends rien de Kamala Harris »","« Dans ma bulle ». Coutumier des enquêtes fleuves à travers le monde, le père du « comics journalism » américain livre un pamphlet de 32 pages contre le président américain, Joe Biden, qu’il accuse de « faciliter le génocide » des Palestiniens.",https://www.lemonde.fr/livres/article/2024/10/14/joe-sacco-auteur-de-bande-dessinee-sur-gaza-je-n-attends-rien-de-kamala-harris_6351690_3260.html,https://img.lemde.fr/2024/10/08/500/0/3000/2000/1440/960/60/0/7912dfb_1728422005963-hv0a0106.jpg,2024-10-14T17:00:10Z,"Joe Sacco chez lui, à Portland (Oregon, Etats-Unis), le 7 octobre 2024. CELESTE NOCHE POUR « LE MONDE »
Le soir du 5 novembre et les suivants, alors que le monde découvrira qui, de Donald Trump ou d… [+2766 chars]"
9,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",Libération,Un élu de gauche agressé par des militants d’extrême droite à Nantes - Libération,,https://news.google.com/rss/articles/CBMi1wFBVV95cUxPSTFSWkFsM25wSFJBVGV5NnRDWlFfWXR5MnE4OF9LT08xMllxWlliM3BfSmJ3V3lKc0w3aHdhTHZQeTVrX01RRXBTMzNqa0ZrbXA0b3N0bDdDeEJGMXlEdmpOdVpUMWdXVW5KeGxHbWJWeEYyVGdhU3hURnJBaHdSWjlRakUzT1A5N0lXSVpIbzZuc2lrZW8ybDluV0R0dzFITWpvTVU5ekhFcDJDVkJWRnBZTllpSW9sektPZjZNTlY4OTVzUlI4ZElqX0x2WnhYcWpIYkkyVQ?oc=5,,2024-10-14T15:58:37+00:00,
