,source,author,title,description,url,urlToImage,publishedAt,content
0,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",,Google News,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",https://news.google.com/rss/articles/CBMi7gFBVV95cUxNSGEydFJwWDVtSlBwNDg4OW15N2xSLXFTY3liUE1kX3lRLWdvamFTTlZ5NFlWeEpwR3l4eThtVHh3amV3QkhuV0dUN2ZEUTcxTnFtd05EemtRaWQ1NzRNTEVmeEEtUWx0YjBCclJqV2tKRWdaZVJpREE5cVNPekVfVmNGTmJFUTd5Z191Y0JRRElsRWVqYXVDSjc0VGRaeTBoX1dzLTNDQkpXc0N2WXo1WUk4YkFrTWpTQm5zdDN1OVZLa0NKdGw2UHNGU2ZvMko4NjktSk01NjgzVGxfakZvSjZEQUxUeXZWelVHbU1R,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw,2024-11-26T23:40:15+00:00,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
1,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",,Google News,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",https://news.google.com/rss/articles/CBMilgJBVV95cUxNQ0plaTdPMlVOQ2c2cEhCTGl6TEIxWXNkRXAtNW16bFpCckI0WHEySEllQjJhaE02Y2lPRTlvb3VMNTlmb29mRE5La1FoMG5VNnh2RmRuN3kycU0xc2xXaDA4ajR0N3RJbXZnSmo5Sk1ObTNJX2FlckM0VjJ3VHlKUW1mUDAtYzZmWEEyY1RoSXVfOXhDVWIya3RIaFNmcjVfdHRRRGR4M2dLWjFSOG90TDVUbE5vekFJUmJGVDNFR1hubEUxaEltc2FaQkNXbmFJZ3A5RTlhYUVISUViLUt2NDVxWTE1Qml0cHVLMHdIQVJNaE5mX2w1b1U3bEkyTEpsY202Rk1tNnNXQkVnV1pONnRxbmhvQQ,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw,2024-11-26T22:41:29+00:00,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
2,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",,Google News,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",https://news.google.com/rss/articles/CBMiuwFBVV95cUxNNlBPX2dFLU5oOVFrTlZiMUdiY2NsQVFrMHB2NDRTMjJfdS1TaF9EUTdmeEhzWHQ5S0ZETjMtTUxpMW40QW9DMXBzN1J3OW43elVVNWlnUHJIb2hiWkMxamhMM1k3LUFGNzMzMFNxM2t5TjZnMktqZWdST3BweFZxTmVxcXlYNWlqLUFod1dOQ2pld3c2NEU1dUxxaWowbmx4TjhyLUpJejdMWXlNTVhNOURIdE1mUy0wNDU4,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw,2024-11-26T21:36:01+00:00,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
3,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",,Google News,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",https://news.google.com/rss/articles/CBMi6gFBVV95cUxPaHFLTmNaMUxvaFZLLUw3VVVqdkhjaEVaVzJqdFN1TXd1djBnMUxyVlpqN2YxNW1xWmhlVFVJVXROODgxYzVaMXdZTEJ0OFQ4cENIdGQxNGpvcDFNY1pvUTlXaEJ3bnZaR3Y5eVVNM3NGSXpJZUlGbHBwUXoxN2JDemJ3eHhVSXhrUll2WF9tcWQ4eVdINjZ2cURGZ3RsZmdqemJwMGIyZ0VoZ1hzd0I1LWlpNE96bDlpTnF6QzQ1a05MU0c2QlNvRi1sQzVnVGRYYkY2eHZCZ28zYXBQTThDN2JVVDgtbHl1NUE,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw,2024-11-26T21:10:20+00:00,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
4,"{'id': 'les-echos', 'name': 'Les Echos'}",Grégoire Poussielgue,Censure du budget 2025: Barnier met en garde sur les risques de « tempête »,"Invité du 20h de TF1 mardi, le Premier ministre a mis en garde sur les conséquences financières pour la France en cas de chute de son gouvernement. Mais il n'a fait aucune avancée majeure à destination du RN, prêt à voter la censure.",https://www.lesechos.fr/politique-societe/gouvernement/censure-du-budget-2025-barnier-met-en-garde-sur-les-risques-de-tempete-2134070,https://media.lesechos.com/api/v1/images/view/674623a1cd2d7442d072bb37/1280x720/01301092938354-web-tete.jpg,2024-11-26T20:07:12Z,"En sursis ? Selon « Le Parisien », Emmanuel Macron a prédit la prochaine chute du gouvernement Barnier à l'occasion des motions de censure contre le budget général et celui de la sécurité sociale. « … [+3410 chars]"
5,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",,Google News,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",https://news.google.com/rss/articles/CBMiywFBVV95cUxOUURiZzZCTG5wblVMOWdxN1NKX1ltLTktN2psX1dVeFJhdzRtaHBwZzJYdkdqTjlLcWhSU0podWJDeTJ5MlJaLW84WkVaeUFaaGg4NU43XzNuY2lUdmRid0xqdmczbFAzalhHUmp5SHpJX3NBWVRyS1VwMTVXVTZhNEc5Wi0xdnlndEotNm9EQ3JiZ2dfa2RkMGxvR2hvRWlORTU4RUVXSXBnWTBhS3g5UjE1MHFHV2tQbUtxX19jcGhQdjZtNEZsSkJDQQ,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw,2024-11-26T19:59:42+00:00,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
6,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",,Google News,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",https://news.google.com/rss/articles/CBMiigJBVV95cUxQX3Q2MUlkamxmeXF6NTZZZG9mcXNBMkxVUUJVVlN1LWN5UUxSZ2E1YTE3QmY4OGFqYW5ZcXY0R2pUc1Q0bnRKY1IzaW82MTd1NXJMT1JPVzBzTVIyc3RndlRKb0dKNmk0dWFiNEhxTDlKdnNpYjE2ZDdlT0h6bmNzcnp6TlgtZDhoZGxDNGVwLXFNWmpUQlhJLXpnYUZBSDNvVUF3WnR5VHg4NUNKZy12Q3N1cGdPWV9HcXJhNkhlQnFlR3E0M0hTZEp2V0lybEZ4eXBTYjBLZmlPSTA5TTBGbVFnai1WWl9NWlZhNEctQ25KMlZrdTBDQnZUNUlCc281YVJNem9hUkd1dw,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw,2024-11-26T19:31:34+00:00,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
7,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",,Google News,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",https://news.google.com/rss/articles/CBMi5wFBVV95cUxQMjF2QkxJNk1BQUg2aUMwdUUtaFpsS0NkZ1JYdXVCdUtZSmtHVmFlZU5SaHFOWnlJNEl2eml4OTV0c0h0STdpQ3NHSWR2NG9kMmg0TmNmcE9Edko2ZUhkZWpVeGRvbl9aVGRSVVU5SElYM2lVUXluYzBST2UwQmRMYWhVMk0yX2xldE5MYjZ5TnBSSVRkMmo2bmFTblJHZ1ZiMExSYzR6V2NXSUpmamRhbHowN1l6b1dBS3dacGNlUXIxaFpNYm5ZeWlYTkhSNzJId2xYTmZEc1FFNjAtdkd4LXhoVFdPakE,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw,2024-11-26T19:01:14+00:00,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
8,"{'id': 'les-echos', 'name': 'Les Echos'}",Guillaume Benoit,La prime de risque associée à la dette française au plus haut depuis la crise de la zone euro,La différence de taux entre la France et l'Allemagne a atteint 86 points de base pour la première fois depuis 2012. Les investisseurs redoutent un rejet du budget et la chute du gouvernement.,https://www.lesechos.fr/finance-marches/marches-financiers/la-prime-de-risque-associee-a-la-dette-francaise-au-plus-haut-depuis-la-crise-de-la-zone-euro-2134066,https://media.lesechos.com/api/v1/images/view/67461814cfff4f2eae6dcb16/1280x720/01301089825905-web-tete.jpg,2024-11-26T18:48:41Z,Du jamais vu depuis la crise de la dette en zone euro en 2012. La prime de risque de la France - mesurée par l'écart de taux à 10 ans entre la France et l'Allemagne - a atteint 86 points de base. La … [+2500 chars]
9,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",,Google News,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",https://news.google.com/rss/articles/CBMi0AFBVV95cUxPb2owaVBYaTZMUURnWWhZekY0X2dGWk5Jal9zcGJ6ekhBdlFzeVB0eDFKMy0ySnRQNWpseTVIbmozYkNPU2FYNURMd0IzMkh4OE9IcGczenlYOFIwQjQ3T082SUpQUUpxc3JrcW9NVmQxbGJZa1dkX3gxR0EtWFBlQ0QzOXJFbTJuR1BHSDhwZ3g1eXZVTXZBWGI2SU50Z19GUUtHWkJyZHFYVURTRFBIdDdUbjhfd3U2SmVqdVJVSDlreUVfMWlKZ3ZsR3JMLW1J,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw,2024-11-26T18:06:16+00:00,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
