,source,author,title,description,url,urlToImage,publishedAt,content
0,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",,Google News,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",https://news.google.com/rss/articles/CBMivAJBVV95cUxPOXBZREUySTJVd3p0aWUwVURSbkVJeHN3eFFCM1VReEhfT3ZiOVBqR1BPTVF0SWVMTHlJTzdPQW1ma2FhTTNjNjZSUnJFUkltcE4zZ3R6R3ktdjlzTXZRN1VVdGNJc1ZQQmZTVmRQVmFBU3duMFFkS2Z2UWNFNnhpLWpWMmFLczEtYVBnSHR5czdMaFR0LUpGY00tc0FjNnlLZjhGczZVdzBRcEtQQjhfZW9xUHpUTkFVUW1qTE14Y2djVW52UDFCa2hkTXZuTkd3cUF0WjNOdUpaTExDdzdCX2liU2VBeDFPVzM1MHlqam9jaG4wdmpLSTJQMXgtaVNhWnhKWE1SZm1LVl95eEVVMFVLUWVhRjBQc3IzUnVaSzRTQmVqWTdYYkdZT1hueXczaFFGVnRiSzRabnZM,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw,2024-12-21T00:31:04+00:00,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
1,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",,Google News,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",https://news.google.com/rss/articles/CBMilAJBVV95cUxQdmpTRTR5TkdBTmNfeGVSVEFkMjkxbERZaW12VTk1NE8zcEdScERQZDVTMjFCR2Y1VWVGd2NPNXFNaVpTNkRnVl9yVklHZ1htUnVZSURWUlk0TWxhbHlwS2VsOVN0cjYwTEZPaHR5ak9NbzNtSkVFeU5WOWIzemJJT2l3MDUzcG5obEw0bUhsZXZWay1YWmtzbEZFZ2w4X1dadGFHeUo1S2Vta20tTDNFYlQwOEtmQnFQZjlvMWxYVFlCWFZkb25JWHJkQ1p2SGcyMFRqeHJ3bXo3X1pZc3BBTi1mNjU3Q0VMN19pSEJHa0hhTTI3UDlRSGlxUGltQklWaXdUWWVjSHBoUXBzRl85UldqaGg,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw,2024-12-20T22:41:15+00:00,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
2,"{'id': 'les-echos', 'name': 'Les Echos'}",Emmanuel Grasland,Attentat à la voiture-bélier sur un marché de Noël en Allemagne,"A Magdebourg, une voiture-bélier a foncé sur la foule d'un marché de Noël sur 400 mètres. Le bilan provisoire s'élève à deux morts et il y aurait 68 blessés.",https://www.lesechos.fr/monde/europe/attentat-a-la-voiture-belier-sur-un-marche-de-noel-en-allemagne-2139118,https://media.lesechos.com/api/v1/images/view/6765e099c489485c7a761c19/1280x720/01302264113111-web-tete.jpg,2024-12-20T21:24:35Z,"Horrible événement en Allemagne. Une voiture a percuté la foule d'un marché de Noël vendredi soir dans la ville de Magdebourg. Les autorités locales évoquent un « attentat », huit ans après un acte s… [+2160 chars]"
3,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",,Google News,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",https://news.google.com/rss/articles/CBMiuAFBVV95cUxQVDdlanFWc2FmQ1ZrbUNiSkhGVDNxTTFzbWFlNlNISS1QcDAtQXFuWnE3alhnMTJoZGRTVjNjUnNMOWc2dWdPbnJnTmtEeTNEM0hnX3k2Znl6aUp4aHR4RjI0alBvSXZXdTJqb0tyQTFWbGxEejd3cEpTQktuSFRpQ2MwUFlUWmpWdFJEY0tNSmN2VXZjYjl0RVVNdUJwQzM2Q2FUWlpxWHQyZDhrZjd5Ymx5RHBWQWVN,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw,2024-12-20T20:07:00+00:00,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
4,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",,Google News,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",https://news.google.com/rss/articles/CBMiyAFBVV95cUxOekFrcHJIMm5ZTGNxcy0wblVWT2ZtUWZDclcyLTVLUXhCcVBEN3piN1RuR1djSkZfV2RKejhyeFV4VVFlT250eTlpTmRaQTdMenZKZFNPWDEzeHB6dEtIMVk3OWY0aEdfZl9PWXJvNThVVVN4c2Zvb05IVDVNWW8zNGJZRkJLOWZVWWhlbXFrMWlvYV9Xbml5SDl4SllYOHN1VlpzQzNRTDBCQlp2bEdOMm9VYjhJTnNRZ0t0ejI5dEVkRXBWOFF2LQ,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw,2024-12-20T19:50:45+00:00,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
5,"{'id': 'les-echos', 'name': 'Les Echos'}",Thibaut Madelin,Volkswagen veut supprimer 35.000 postes d'ici 2030,"Après plus de 70 heures de négociations avec le syndicat IG Metall, le leader automobile européen a annoncé vendredi soir un programme d'économie sans précédent.",https://www.lesechos.fr/industrie-services/automobile/volkswagen-veut-supprimer-35000-postes-dici-2030-2139112,https://media.lesechos.com/api/v1/images/view/6765b8c014e02644a71e24e1/1280x720/01302255556180-web-tete.jpg,2024-12-20T18:34:35Z,"Après plus de 70 heures de négociations marathon, la direction de Volkswagen a trouvé vendredi soir un accord avec son puissant comité d'entreprise et le syndicat IG Metall pour réduire ses surcapaci… [+4809 chars]"
6,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",,Google News,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",https://news.google.com/rss/articles/CBMipAJBVV95cUxQRVRqMXphUktGczRqRktQbUE2M0Z3alVIM2tMVHNSU0FXUHIwXzNlTXFYUjczVk5YUUl6bTJ2QklXTEQ0UnhuaVBRVlp2Y014a25WWXBqQUVfMnpBOVZvXzNiZjVpbVlYUVczclgwR2xKQVpvVU4wN2NtbTB3SEpQSnNibnFjQjBxZDBRdEMyNG5xOUQ3azZJME82Zkxfdkl1MEsyYkRlMGc5UmlyU19rRzhtMy01eDlYVHU0NVpHbEhBQVp0TTZma1NFSk9lNVY3OUJvbFNwajVtN2lSQk5CXzZjWWg1bmdpNWplc3VIVnFtdzRuSWZUOGpVS2ZqZTI3SWh0cmZDSjMzMW1nN00xN3hfSjl4aTVwZlZQbHVWMXJUUVNa,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw,2024-12-20T18:06:53+00:00,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
7,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",,Google News,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",https://news.google.com/rss/articles/CBMipwJBVV95cUxQVGxKb01OQmt5NVgtSnVoUXhoRG02akpyX3ZvZnBDU2dNZW5XZUNNVldEQnluREhvUll5akZKdVltclRJYXBnUUd1ODRPMVRWNTRUN0ZYUjg2clRmQ2daY2NHVlFzeDZFaTkzNy01WVhqLV80WXNLOHRBUG94M29hQ0VTckdlalhFZlBMQ0VUaDdjUEV5VWkwWUpfYS1nTlh4QWt5ekRhR0M2STdEcUUzZDF3ZnhuazhCWDV5OVZfeG9UaEQzQkhmNEI5TkYzZE1pSW4tdG5JbGo0U2dFSjhIVFFYZ3kwUGx0ZzBfR0g2LXVDUkx5b1d3MXFfS2pLamdoZW1nOGFHUWJDSzY5NURHeTY3elVZN1VVZERYX1BiTGxrTjdXMWY4,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw,2024-12-20T17:19:00+00:00,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
8,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",,Google News,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",https://news.google.com/rss/articles/CBMiigJBVV95cUxOMTNDRERlTGloR256MHdIYXZjUUtCeVdNU0REVmlRN0x0bzd1TnhfSzlERlhJMXB1OUxCbU9HaWtYcUkyUE9fdmlmakdqVXY1ZG1uRU9jcjlkRjFiVG5DNVpHNk9ORFY3eTRGNU9vZ1I4SEw3QWRvTktRM3Npc1FmRllVN2sxemlqTjBCbWYzcWZhRVRUYS1STW1CeXo0WEdyVExseU1sa0xwNnZLYU5uVjZQUUhHY2pkSjB6VkVaSkVKRVotb0RIRFBFSnpMQ20tLVN0QWFhSVAwVFVzNDRsXzFlb3RPQTJkWFBRVVJaWmcwVmRKMTRReHg5TWh3Z3ZQT3JVaVdGaWllUQ,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw,2024-12-20T17:01:37+00:00,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
9,"{'id': 'les-echos', 'name': 'Les Echos'}","Sébastien Dumoulin, Stéphane Loignon",Budget : François Bayrou donne de premiers gages aux entreprises,"Le Premier ministre a manifesté un soutien clair à la politique de l'offre dans son interview télévisée jeudi soir. Une fois son gouvernement formé, ses arbitrages sur le futur budget, annoncé pour la mi-février, sont très attendus par le monde économique.",https://www.lesechos.fr/economie-france/budget-fiscalite/budget-francois-bayrou-donne-de-premiers-gages-aux-entreprises-2139098,https://media.lesechos.com/api/v1/images/view/676598b0f4249b2c241783d1/1280x720/01302250980059-web-tete.jpg,2024-12-20T16:17:47Z,"Par Sébastien Dumoulin, Stéphane Loignon
Publié le 20 déc. 2024 à 17:17Mis à jour le 20 déc. 2024 à 17:43
Le propos est court, mais explicite. « Il faut préserver les entreprises, le seul lieu où o… [+341 chars]"
