,source,author,title,description,url,urlToImage,publishedAt,content
0,"{'id': 'le-monde', 'name': 'Le Monde'}",Angeline Montoya,"Argentina: With the support of governors, Javier Milei announces 'a new order' for the country","Three-quarters of the provincial leaders, all from the opposition, signed the president's 10-point pact, designed to 'put the people back on the path to development and prosperity.'",https://www.lemonde.fr/en/international/article/2024/07/12/argentina-with-the-support-of-governors-javier-milei-announces-a-new-order-for-the-country_6681737_4.html,https://img.lemde.fr/2024/07/10/0/0/2503/1668/1440/960/60/0/5a81bda_1720623528337-902419.jpg,2024-07-12T00:25:09Z,"Argentina's president, Javier Milei (front), at a meeting with governors to sign the ""May Pact,"" in San Miguel de Tucuman (Argentina), July 8, 2024. WALTER MONTEROS/AFP
Javier Milei and Victoria Vil… [+2688 chars]"
1,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",Le Monde,"En direct, guerre en Ukraine : la France continuera « d’appuyer l’Ukraine aussi longtemps que nécessaire », affirme Emmanuel Macron - Le Monde",,https://news.google.com/rss/articles/CBMiwgFodHRwczovL3d3dy5sZW1vbmRlLmZyL2ludGVybmF0aW9uYWwvbGl2ZS8yMDI0LzA3LzEyL2VuLWRpcmVjdC1ndWVycmUtZW4tdWtyYWluZS1sYS1mcmFuY2UtY29udGludWVyYS1kLWFwcHV5ZXItbC11a3JhaW5lLWF1c3NpLWxvbmd0ZW1wcy1xdWUtbmVjZXNzYWlyZS1hZmZpcm1lLWVtbWFudWVsLW1hY3Jvbl82MjQ3NDE5XzMyMTAuaHRtbNIBAA?oc=5,,2024-07-12T00:07:45+00:00,
2,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",Le Monde,Joe Biden fait une bourde monumentale à quelques minutes d’une conférence de presse-clé - Le Monde,,https://news.google.com/rss/articles/CBMioQFodHRwczovL3d3dy5sZW1vbmRlLmZyL2ludGVybmF0aW9uYWwvYXJ0aWNsZS8yMDI0LzA3LzEyL2pvZS1iaWRlbi1mYWl0LXVuZS1ib3VyZGUtbW9udW1lbnRhbGUtYS1xdWVscXVlcy1taW51dGVzLWQtdW5lLWNvbmZlcmVuY2UtZGUtcHJlc3NlLWNsZV82MjQ4ODY4XzMyMTAuaHRtbNIBAA?oc=5,,2024-07-11T22:27:36+00:00,
3,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",Le Monde,"Nouveau Front populaire : les « insoumis » proposent quatre noms de premier ministre potentiel, dont Jean-Luc Mélenchon - Le Monde",,https://news.google.com/rss/articles/CBMiswFodHRwczovL3d3dy5sZW1vbmRlLmZyL3BvbGl0aXF1ZS9hcnRpY2xlLzIwMjQvMDcvMTIvbm91dmVhdS1mcm9udC1wb3B1bGFpcmUtbGVzLWluc291bWlzLXByb3Bvc2VudC1xdWF0cmUtcHJlbWllcnMtbWluaXN0cmVzLXBvdGVudGllbHMtZG9udC1qZWFuLWx1Yy1tZWxlbmNob25fNjI0ODg2N184MjM0NDguaHRtbNIBAA?oc=5,,2024-07-11T22:24:46+00:00,
4,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",CNEWS,Bac 2024 : l'enquête exigée par Nicole Belloubet infirme les soupçons d'antisémitisme envers des élèves - CNEWS,,https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LmNuZXdzLmZyL2ZyYW5jZS8yMDI0LTA3LTExL2JhYy0yMDI0LWxlbnF1ZXRlLWV4aWdlZS1wYXItbmljb2xlLWJlbGxvdWJldC1pbmZpcm1lLWxlcy1zb3VwY29ucy1kYW50aXNlbWl0aXNtZdIBAA?oc=5,,2024-07-11T21:57:02+00:00,
5,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",BFMTV,"Marine Le Pen annonce que le RN ""censurera tout gouvernement"" comprenant des ministres LFI ou écologistes - BFMTV",,https://news.google.com/rss/articles/CBMiswFodHRwczovL3d3dy5iZm10di5jb20vcG9saXRpcXVlL2VsZWN0aW9ucy9sZWdpc2xhdGl2ZXMvbWFyaW5lLWxlLXBlbi1hbm5vbmNlLXF1ZS1sZS1ybi1jZW5zdXJlcmEtdG91dC1nb3V2ZXJuZW1lbnQtY29tcHJlbmFudC1kZXMtbWluaXN0cmVzLWxmaS1vdS1lY29sb2dpc3Rlc19BUC0yMDI0MDcxMTA4ODIuaHRtbNIBtwFodHRwczovL3d3dy5iZm10di5jb20vYW1wL3BvbGl0aXF1ZS9lbGVjdGlvbnMvbGVnaXNsYXRpdmVzL21hcmluZS1sZS1wZW4tYW5ub25jZS1xdWUtbGUtcm4tY2Vuc3VyZXJhLXRvdXQtZ291dmVybmVtZW50LWNvbXByZW5hbnQtZGVzLW1pbmlzdHJlcy1sZmktb3UtZWNvbG9naXN0ZXNfQVAtMjAyNDA3MTEwODgyLmh0bWw?oc=5,,2024-07-11T21:12:00+00:00,
6,"{'id': 'le-monde', 'name': 'Le Monde'}",Delphine Roucaute,The Earth's population is expected to peak before the end of the century,"The number of human beings is set to peak at 10.3 billion in 2080, according to a United Nations report published on Thursday. And then begin to decline before the end of the century.",https://www.lemonde.fr/en/environment/article/2024/07/11/the-earth-s-population-is-expected-to-peak-before-the-end-of-the-century_6681604_114.html,https://img.lemde.fr/2024/07/11/0/75/901/601/1440/960/60/0/e1cf767_1720708673014-media-appel-3x.png,2024-07-11T21:11:34Z,"What will the world's population look like by the end of the century? Older, less fertile and less numerous than expected, according to the latest estimates from the United Nations (UN) Department of… [+2494 chars]"
7,"{'id': 'le-monde', 'name': 'Le Monde'}","Harold Thibault, Faustine Vincent","On NATO's doorstep, a symbolic military exercise between China and Belarus","The armed forces of Beijing and Minsk are conducting joint maneuvers on Belarusian soil, just five kilometers from the Polish border and 50 kilometers from the Ukrainian border. As the war in Ukraine rages on, this decision is seen as a challenge to the West.",https://www.lemonde.fr/en/international/article/2024/07/11/on-nato-s-doorstep-a-symbolic-military-exercise-between-china-and-belarus_6681571_4.html,https://img.lemde.fr/2024/07/10/0/0/3238/2159/1440/960/60/0/d222fef_1720596868746-2024-07-09t060335z-1-lynxmpek68056-rtroptp-4-poland-border.JPG,2024-07-11T21:01:23Z,"Polish soldiers patrol the Polish-Belarusian border at Usnarz Gorny, Poland, August 30, 2023. KUBA STEZYCKI / REUTERS
Since Monday, July 8, China and Belarus have been conducting joint military exer… [+2893 chars]"
8,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",TF1 INFO,"""C'est une pluie de grêle !"" : les orages violents qui touchent le Sud ont pris les habitants par surprise - TF1 INFO",,https://news.google.com/rss/articles/CBMilAFodHRwczovL3d3dy50ZjFpbmZvLmZyL21ldGVvL3ZpZGVvLWMtZXN0LXVuZS1wbHVpZS1kZS1ncmVsZS1sZXMtb3JhZ2VzLXZpb2xlbnRzLXF1aS10b3VjaGVudC1sZS1zdWQtb250LXByaXMtbGVzLWhhYml0YW50cy1wYXItc3VycHJpc2UtMjMwODI2MS5odG1s0gGYAWh0dHBzOi8vd3d3LnRmMWluZm8uZnIvYW1wL21ldGVvL3ZpZGVvLWMtZXN0LXVuZS1wbHVpZS1kZS1ncmVsZS1sZXMtb3JhZ2VzLXZpb2xlbnRzLXF1aS10b3VjaGVudC1sZS1zdWQtb250LXByaXMtbGVzLWhhYml0YW50cy1wYXItc3VycHJpc2UtMjMwODI2MS5odG1s?oc=5,,2024-07-11T19:28:38+00:00,
9,"{'id': 'le-monde', 'name': 'Le Monde'}","Elise Vincent, Chloé Hoorman",The scale of Russia's rearmament has NATO worried,"For many months now, Moscow's defense industry has been reorganizing itself. Its resiliency is increasingly surprising and worrying on both sides of the Atlantic.",https://www.lemonde.fr/en/international/article/2024/07/11/the-scale-of-russia-s-rearmament-has-nato-worried_6681537_4.html,https://img.lemde.fr/2024/07/09/0/0/6000/4000/1440/960/60/0/a00c7d8_1720530825161-army-2023-lm-78.JPG,2024-07-11T19:00:10Z,"B-11 ""Kurganets-25"" infantry fighting vehicle at the Forum Army arms fair in Kubinka, near Moscow, on August 14, 2023. PAVEL MIRNY FOR LE MONDE
As the annual 75th anniversary NATO summit opened in W… [+2683 chars]"
10,"{'id': 'les-echos', 'name': 'Les Echos'}",,EN DIRECT - Des syndicats demandent plus de « démocratie sociale »,"Sept syndicats (CFDT, CGT, FO, CFE-CGC, FSU, UNSA, Solidaires) demandent davantage de « démocratie sociale » dans un communiqué commun. La CFTC a décidé de ne pas s'y associer même si elle « en partage l'essentiel sur le fond ».",https://www.lesechos.fr/elections/legislatives/en-direct-resultat-des-legislatives-le-point-sur-la-situation-ce-jeudi-11-juillet-2107094,https://media.lesechos.com/api/v1/images/view/66901953324121531a1d5af9/1280x720/01102611978884-web-tete.jpg,2024-07-11T18:00:53Z,"Quatre jours après les résultats du second tour des législatives anticipées, la France n'a toujours pas de nouveau Premier ministre et de gouvernement. Alors que les négociations se poursuivaient à g… [+25229 chars]"
11,"{'id': 'les-echos', 'name': 'Les Echos'}",Leïla de COMARMOND,Les règles d'indemnisation du chômage prolongées jusqu'au 30 septembre,Les partenaires sociaux ont été saisis d'un projet de décret prolongeant de deux mois supplémentaires les règles actuelles de l'assurance-chômage. Tous les syndicats sauf la CFTC appellent le futur gouvernement à entendre « les exigences sociales ».,https://www.lesechos.fr/economie-france/social/les-regles-de-lindemnisation-du-chomage-prolongees-jusquau-30-septembre-2107373,https://media.lesechos.com/api/v1/images/view/669015994ac81c1393049a59/1280x720/01102741524720-web-tete.jpg,2024-07-11T17:25:39Z,Il a fallu attendre les résultats du premier tour des élections législatives pour que Gabriel Attal se résolve à mettre de côté sa réforme de l'assurance-chômage et publie un décret prolongeant les r… [+2982 chars]
12,"{'id': 'les-echos', 'name': 'Les Echos'}",Cécile CORNUDET,Wauquiez-Faure-Attal : c'est si dur de se parler ?,"Comment se fait-il que le scénario le plus évident, celui d'une coalition hors extrêmes, soit si difficile à amorcer ? Autopsie d'un blocage.",https://www.lesechos.fr/politique-societe/politique/wauquiez-faure-attal-cest-si-dur-de-se-parler-2107369,https://media.lesechos.com/api/v1/images/view/666b23fdd43c8b4e6612f169/1280x720/0703627647805-web-tete.jpg,2024-07-11T17:12:26Z,"On a beau prendre dans tous les sens le Rubik's Cube politique, additionner, se faire des noeuds dans la tête, assister aux tractations de tous bords, la solution est au fond beaucoup plus simple qu'… [+433 chars]"
13,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",Mediapart,"À gauche, la constitution des groupes à l’Assemblée vire au grand bazar - Mediapart",,https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3Lm1lZGlhcGFydC5mci9qb3VybmFsL3BvbGl0aXF1ZS8xMTA3MjQvZ2F1Y2hlLWxhLWNvbnN0aXR1dGlvbi1kZXMtZ3JvdXBlcy1sLWFzc2VtYmxlZS12aXJlLWF1LWdyYW5kLWJhemFy0gEA?oc=5,,2024-07-11T17:07:05+00:00,
14,"{'id': 'les-echos', 'name': 'Les Echos'}","Grégoire POUSSIELGUE, Hadrien Valat","Malgré des tractations intenses, la situation politique peine à se décanter",La gauche et la droite ont réagi négativement à la proposition formulée mercredi soir par Emmanuel Macron dans sa lettre aux Français d'une coalition entre partis du champ républicain. Le Nouveau Front populaire est sous pression pour donner le nom d'un possi…,https://www.lesechos.fr/politique-societe/emmanuel-macron-president/malgre-des-tractations-intenses-la-situation-politique-peine-a-se-decanter-2107361,https://media.lesechos.com/api/v1/images/view/66900ac0e4a01e5d6274dc1d/1280x720/01102730092044-web-tete.jpg,2024-07-11T16:39:17Z,Un regain de tension et un peu plus de confusion. La lettre d'Emmanuel Macron adressée aux Français pour tenter d'esquisser une porte de sortie à la crise institutionnelle a reçu une fin de non-recev… [+5332 chars]
15,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",franceinfo,La présidence du groupe Renaissance à l'Assemblée nationale suscite les convoitises - franceinfo,,https://news.google.com/rss/articles/CBMimwFodHRwczovL3d3dy5mcmFuY2V0dmluZm8uZnIvZWxlY3Rpb25zL2F0dGFsLWJvcm5lLWRhcm1hbmluLWxhLXByZXNpZGVuY2UtZHUtZ3JvdXBlLXJlbmFpc3NhbmNlLWEtbC1hc3NlbWJsZWUtbmF0aW9uYWxlLXN1c2NpdGUtbGVzLWNvbnZvaXRpc2VzXzY2NjA1MDEuaHRtbNIBAA?oc=5,,2024-07-11T16:17:54+00:00,
