,source,author,title,description,url,urlToImage,publishedAt,content
0,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",FRANCE 24,"Impôts, réforme des retraites, immigration... ce qu'il faut retenir des annonces de Michel Barnier - FRANCE 24",,https://news.google.com/rss/articles/CBMi4AFBVV95cUxPdFpyRmtwd1V6QnJDbWFuT0FIQUJ3MEFRQ3Q4aGpRN19hYllTSDRBRWVrY2JpQllfYVNTZXRseVhDQ2NXczJFNEVfYUJsTGpPSDR5R1BwR0RKZmdnRFlVMWI0S1F3UENUVWZBeUJtTlNOeWpRZVdKd0FwdnVSbUU5a0tSR1kwaVd1ZUMtaGZHemhSdzd1c2djOUctMW5ENXg1X00xX2hUdUx5SHc2ODlkV1BhdFo0b1VYekthYzZySUdNUHhfYUVqQkZtdXZSOFBYR2V5Y2VvQXItY0JZWW5rVA?oc=5,,2024-09-22T19:18:00+00:00,
1,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",Le Monde,"En direct, guerre au Proche-Orient : le Hezbollah annonce « une nouvelle phase » dans la bataille contre Israël - Le Monde",,https://news.google.com/rss/articles/CBMikgJBVV95cUxQMFRaMmpFSFJETklnSmpucS1OZ25kd1RselVHNENLYXdBN1JEam5lU25XWFI5N0pfYmNRanZ5X1BKYUk4WUlidm9Mdk52UENyVmhBV2F5R2RyWWt0bDZGTlV6dXRXeGRxQ1lUZzY2SmZXRUhJN2thTWxBQVcxanQtZ0V1U042QnFCVk1KTFQ2S0FHbmxreVBvZldEeml5eW56Zjl5b194eTRHS2NaNGc2bTYzWUM5NUxCWkdEa1NOY1pkQl9GS3c0NUYyMzZpVmdGYm55bFp2c0Jqa25ISXdIV0NwLVY2VHpyY2pwbGdyNW5aU3ZKYzNzYWlBdzQzVGZnbFNING1mUmtDbGM0SWsxMEZn?oc=5,,2024-09-22T19:17:35+00:00,
2,"{'id': 'les-echos', 'name': 'Les Echos'}",Isabelle Ficek,"Retraites, impôts : le gouvernement Barnier d'emblée pressé par les urgences et les oppositions","Son gouvernement dévoilé samedi soir, le Premier ministre a pris la parole ce dimanche soir sur France 2. Il a promis qu'il n'alourdirait pas les impôts de l'ensemble des Français mais n'a pas exclu de demander un effort « aux plus riches » et aux grandes ent…",https://www.lesechos.fr/politique-societe/gouvernement/retraites-impots-le-gouvernement-barnier-demblee-presse-par-les-urgences-et-les-oppositions-2120514,https://media.lesechos.com/api/v1/images/view/66f062645f48eb02c34c6de9/1280x720/01201797930582-web-tete.jpg,2024-09-22T18:30:55Z,"L'accouchement a été extrêmement difficile. Il n'est pas sûr que les premiers jours du gouvernement Barnier le soient moins, tant les urgences sont nombreuses, les critiques virulentes, et ce « socle… [+5579 chars]"
3,"{'id': 'les-echos', 'name': 'Les Echos'}",Emmanuel Grasland,"En Allemagne, le parti d'Olaf Scholz gagne son pari face à l'extrême droite","Le parti social-démocrate a réussi à devancer l'extrême droite lors des élections qui se tenaient ce dimanche dans le Brandebourg. Selon les premières estimations, la formation d'Olaf Scholz obtient 31,1 % des voix contre 29,8 % pour l'extrême droite.",https://www.lesechos.fr/monde/europe/en-allemagne-le-parti-dolaf-scholz-gagne-son-pari-face-a-lextreme-droite-2120513,https://media.lesechos.com/api/v1/images/view/66f0606789972c03ba35fda9/1280x720/01201805592108-web-tete.jpg,2024-09-22T18:22:26Z,"Soupir de soulagement chez les socio-démocrates allemands. Lors des élections qui se tenaient ce dimanche dans le Land du Brandebourg, le parti d'Olaf Scholz a réussi à rester la première force polit… [+3308 chars]"
4,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",Ouest-France,"Dans son village en Vendée, le nouveau ministre de l’Intérieur « restera pour nous Bruno » - Ouest-France",,https://news.google.com/rss/articles/CBMigwJBVV95cUxQV3loNmIwclJjbldqN3J4YVU2V0swVHljcTN1ZlNxUUxsVktid2cxWkdVS0R1WlJZY2JYeS1wLVBlRzE0MGdNLVljdHFoNjlFa3MxQlhvek52WThtNGJmSFNXUHlrMXF2Z3E4ZGVUN3dELUc5TnhCSFFYcGJXdjR4cXVOZVkybWloSy1LeWxlbmxlcEh3aERLd3VZcWFvcVFVSUFBR3ZrNnptSzAtNVVxRktrNXNqVEtQbWlJZVFsbmg1c3FHd3FacFlWMXRJTmFEWnpDVU9NZ0MycGl4eFduZnU3WjFCQnNhZHBIQk1mSkRqUWpmSDlpRFlfZEpwdS1QeDlV?oc=5,,2024-09-22T17:54:38+00:00,
5,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",CNEWS,"Nouveau gouvernement : quel est cet objet offert par Bruno Le Maire à son successeur, Antoine Armand ? - CNEWS",,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQaTdRa1FiYUlrOWlTY1AyUjJ5ZTlDUGNHSHB4ZEhpQXpvVG40TEpuUk9MS0FBYmtnUDAzR2VwSzFYRFRhVHFSQ3pxMXBoYllubUg3djRzS2xWbVk3Z1BWZ1QtSVR2clVjQmZac1JTdHpFSXdIclFQS3BjMlpXZFdvdnRxOXUwR0pxWWJZc3dJNzVZS1dhYkxnQk5VU3BOS285UnBvWldMV21pV2hHbUs5ejBNb0doeHVaTEpN?oc=5,,2024-09-22T17:34:01+00:00,
6,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",franceinfo,"En Allemagne, le parti d'Olaf Scholz remporte de peu un scrutin régional face à l'extrême droite - franceinfo",,https://news.google.com/rss/articles/CBMi8AFBVV95cUxPT0lkTWZ1M2FxenpBN056MmtydVEydjgwNFBCQ1NHTm03S05XR0JNdElQZER4Nm5tY0MwcnJSRUpkTXhJREppY2N6UlFiNUVDb1ZjTUNUNVJPLUtsOXNWci1aSV9mQVJpYzMzMkpOVzVDWVBwZFJjVDF5Tk1EOTlHVjJpZlhQTjBZVHlHTFB2QWFwdWloa0o0TXFkN1UyR25tczhsUF80eDZQeGtsT0dLdHIxbzk5TFU0V0xGY0dKOFhCSTBvSFRPWTZEcjlCUEZLR1lWZ0lzNEU5T0FOQ2xCRW9kd1FxRHBCVVJOb1lLYkk?oc=5,,2024-09-22T17:29:41+00:00,
7,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",Le Monde,"Avec la nomination de la députée Marie-Agnès Poussier-Winsback, l’économie sociale et solidaire retrouve un ministère spécifique - Le Monde",,https://news.google.com/rss/articles/CBMimwJBVV95cUxQRm1MRVVHdE9IMDQxV2VrNXcxbFlWSGktM01TWFZMSmNaejlfQVdzWTRIOEVOWDROa3pGQzl6a0U5OFp6WXNLT2tBZzB5YnJGNjB1djdGR2FDNGJ3bTFONU9zcWVsRXVmcEV3NzVKRXdQMXJuX0QxdEhJaHZjdkZvcWZfaWVvRW5ZY2xfaEV6R282V1R4UVpPZnZhSEtJeGRJTV9WdmNhYXlRN2h1T1VHT1FNVnY1R0pNcVBheFhKQmUwWnZ0UG83MnFkRWNFUnRJU2hiU1RNeGxKcWxZWjJVakJOMkVuQmNQRTlhUlVibGhhMEcwaHRhYS1jWXQxQm9zV3JPUXNtWUowSktjM3JMNF8xTnktVXRfY3hZ?oc=5,,2024-09-22T17:24:45+00:00,
8,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",franceinfo,Eric Ciotti annonce quitter le parti des Républicains et sa présidence - franceinfo,,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNSEZfTHdOWDNKODkyWlZ3bHNuU1ZjM0l5bElwRlVDU3RUOU90WjVoSm5XTUNPSWtvS0NkUzNIUy1FNVNfT19pT3BlOXlENTFEWWNyNmNTcE9nZGpvZFR5dGh5LXZwelV5cHdYS3puZkFpY2c3UnJ4anlQQzVzOHlzZEo3ZWh5bGFQSmpCVTBrVURCc3QwUWJhU2hEZlkzQTdHRVNIM2pLZ0ZLNk1ENENBQU92Y0xWa3lVZzhvODgyZUc0OEp2d3lJbWthXzdYTlBmaHlnUQ?oc=5,,2024-09-22T17:16:37+00:00,
9,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",RTL,Les infos de 18h - Étudiante retrouvée morte au Bois de Boulogne : ce que l'on sait - RTL,,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPX0lSakhNeU1qdmI3UGI0LXpacjg5REdySEFJUEZyX24yM2drbVA3NnFJZkk0UC1RQ09qZWpWRkJMbUVkTjFJSlRfbDloVFc2a0dNZEh2cDRUMy1ZMXkyTXJSWkEteVhLRnJvMEMtTE1MZi1maVhuNmY0QW5obi1ucG96alpVRkdnNm9jVUZITnBKWDM5ZFJ3bEtYSnMtTG9wOFFTRU1uRVRpaEs2Vmo1Mkp5YnFtSUdVeUVnY05DVEVHckJRTGhnRldWQkVYck1n?oc=5,,2024-09-22T16:41:00+00:00,
