,source,author,title,description,url,urlToImage,publishedAt,content
0,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",Le Figaro,"Gouvernement Barnier: au PS, l'option Cazeneuve laisse des traces - Le Figaro",,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPMEp4OGNpRDZ0YjRSamw3YkRnU0l0VEVxMVU4MkFhMXY4ZktONGlaS2tyeTBBRGpzeTFoQlJraW1qSEFOelN3Vk9jVzZhNmZMOVIzenVYejZ0Z3ZFOXdyZDZiYjVsd3JycHM0X2JNcUtYTU1xLWVYVXhzMXBHX0FXbnN3MDFPcmNzb3pIUUZvSWdUNG9OdWNIQVlxdTI3MkNLUmk5dXg1M3BTTG8?oc=5,,2024-09-06T00:50:59+00:00,
1,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",Le Monde,"En direct, guerre en Ukraine : Vladimir Poutine dit vouloir conquérir tout le Donbass - Le Monde",,https://news.google.com/rss/articles/CBMi6AFBVV95cUxONDRHdV9JczlxbEo1Zzh5NHEza3ZMcXB4cXhEeHpVNzF3MC1ETjFQOURfUFBERWdRRTdGbHUtWFZXeTlWNTk1S0ROSmU3RldOYTJxTUNLMHpNWGMxRk1iTVAzbG5YdkdtUlc3TXEyZ0wyQlVGYm10a0owaHlBdWxGS2ZHYThyMF93LTlCVnprTUNoTHA0VFZiMUZwZFY4N0JIMlRfOE1CTHBMNXpRRUE1b0JFbVVJX0ExN21mQTMxdVM0NWJtbXN5bUZKUGNDdThtVkxDNENBYkZpcVdLUnY0dXRuZmZBQnAy?oc=5,,2024-09-05T23:44:40+00:00,
2,"{'id': 'le-monde', 'name': 'Le Monde'}",Nicolas Lepeltier,"Jeux paralympiques 2024 : les fleurettistes français s’offrent le bronze, et évitent un zéro pointé","Ludovic Lemoine, Maxime Valet et Damien Tokatlian ont battu les Italiens vendredi dans la petite finale, et donnent à l’escrime fauteuil tricolore sa première médaille des Jeux.",https://www.lemonde.fr/sport/article/2024/09/06/jeux-paralympiques-2024-les-fleurettistes-francais-s-offrent-le-bronze-et-evitent-un-zero-pointe_6305174_3242.html,https://img.lemde.fr/2024/09/05/0/0/7893/5262/1440/960/60/0/50cf726_5596460-01-06.jpg,2024-09-05T22:40:33Z,"Damien Tokatlian contre Matteo Betti, lors du match pour la médaille de bronze paralympique, au Grand Palais, à Paris, le 5 septembre 2024. DIMITAR DILKOFF / AFP
Ils ferraillaient après depuis trois… [+2612 chars]"
3,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",Le Parisien,Procès des viols de Mazan : Nabilla lance une cagnotte pour offrir « une nouvelle vie » à Gisèle Pélicot - Le Parisien,,https://news.google.com/rss/articles/CBMiiwJBVV95cUxNTkZHbHcwd0RtZTc1ZktGNVN6ZG5vUzNxTmtEUXZVRExfTGw3cnRxZjlrLUtjbFcyUGZaWkpKOVZ6VzJaNXhPb0hYUm5mcWI2QXRXdXdwWTlMTzM2SEFObkE5c3k2b29rZDBjRWZKdXJCVU1aekVDZXpQMm4yWWRydVRLNDZPbV95c3ZJMDJfMVpqQ1RyM3R4MkJMZUZnTXJWeGJwYWtmZ1dUYXlYMk5HdlRlWUQ3RG80VGRvdVYxSk1Kdkg2TzdaRWJXYmJGRExmY0VpVkRJRUdZM3pjcmlUWWY1NnJBZmZtaTNIWjFDTVRSZGk4WXl6MHllTmROY2NOYkNBUlQyMzBzWTA?oc=5,,2024-09-05T21:18:00+00:00,
4,"{'id': 'le-monde', 'name': 'Le Monde'}",Elisabeth Pineau,Jeux paralympiques : pas d’or mais un inattendu doublé pour les nageurs Ugo Didier et Hector Denayer,"Le Toulousain et l’Alsacien sont montés ensemble sur le podium du 200 m 4 nages, jeudi, à Paris La Défense Arena et Laurent Chardard a récolté le bronze sur 100 m nage libre.",https://www.lemonde.fr/sport/article/2024/09/05/jeux-paralympiques-pas-d-or-mais-un-inattendu-double-pour-les-nageurs-ugo-didier-et-hector-denayer_6305075_3242.html,https://img.lemde.fr/2024/09/05/113/0/2640/1760/1440/960/60/0/53aea03_2024-09-05t164518z-1680733758-up1ek951ajhyj-rtrmadp-3-paralympics-2024-swimming.JPG,2024-09-05T20:39:17Z,"Ugo Didier (de dos) et Hector Denayer célèbrent leurs médailles dargent et de bronze, à Paris La Défense Arena de Nanterre (Hauts-de-Seine), le 5 septembre 2024. ANDREW COULDRIDGE / REUTERS
A cheval… [+2822 chars]"
5,"{'id': 'le-monde', 'name': 'Le Monde'}",Anthony Hernandez,"Jeux paralympiques 2024 : Timothée Adolphe, abonné à un destin en argent sur la piste","Déjà vice-champion paralympique du 400 m dimanche, le sprinteur de 34 ans a une nouvelle fois terminé à la deuxième place du 100 m. Jeudi, le Français a été battu par le Grec Athanasios Ghavelas.",https://www.lemonde.fr/sport/article/2024/09/05/jeux-paralympiques-2024-timothee-adolphe-abonne-a-un-destin-en-argent-sur-la-piste_6305072_3242.html,https://img.lemde.fr/2024/09/05/0/129/3841/2561/1440/960/60/0/33729ce_2024-09-05t172854z-304807580-up1ek951ck45x-rtrmadp-3-paralympics-2024-athletics.JPG,2024-09-05T20:07:59Z,"Timothée Adolphe et son guide Charles Renard (à droite) terminent deuxième du 100 m, catégorie T11, le 5 septembre 2024 au Stade de France, à Saint-Denis (Seine-Saint-Denis). CHRISTIAN HARTMANN / REU… [+2937 chars]"
6,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",franceinfo,"Election américaine 2024 : Donald Trump veut charger Elon Musk d'un ""audit"" du gouvernement pour le ""réformer"" en profondeur - franceinfo",,https://news.google.com/rss/articles/CBMisAJBVV95cUxNcDFPcUVQSEZ4a3V5TWNGOG1uc1JuVHhYclhkOUV0ZXVoN0FwVjJoVDRvcHVBeFlsMklqNHhJS1VENnhiU0xZUHF2eHFVc09qQTdoZHZORHpZX2V5ZUhIc0c0RWtwZ3pBejFJdU93STNvcUMxOUV3TTJZRmZTQ29SYm96WXV0eGkwd3ZDckFLUTJRT0g5VkNUdE9DTU80cFA5eloteVNzYmFCRVREaHRBTDRMb2xBM25CTW9sNWdYTy1CUW5Bamk5dWJvcUNxV1JiSXN6Y0RsN21RS1I3N1Zwd1M0d3lVdGo0UnQtSDJEeWQ2TEVkbDJPTUpXZGpEUFl0UUJ5V1pMZHVWWmJfYlJ6bmFtR0JhcDJ6S1NrV09oa0FFYm40ZWp4NjVwazJHQjR4?oc=5,,2024-09-05T19:29:36+00:00,
7,"{'id': 'le-monde', 'name': 'Le Monde'}",Pierre Lepidi,"Paris 2024 : de Tchernobyl à la quête paralympique, la vie de combat d’Oksana Masters","Adoptée à l’âge de 8 ans, l’Américaine, née en Ukraine et victime des radiations de la centrale nucléaire, a décroché deux médailles d’or à Paris 2024, en paracyclisme sur route.",https://www.lemonde.fr/sport/article/2024/09/05/paris-2024-de-tchernobyl-a-la-quete-paralympique-la-vie-de-combat-d-oksana-masters_6305067_3242.html,https://img.lemde.fr/2024/09/05/203/0/4000/2666/1440/960/60/0/d38f0d6_1725537059881-ap24109593636152.jpg,2024-09-05T18:49:59Z,"Lathlète américaine Oksana Masters, à New York, le 16 avril 2024. ANDRES KUDACKI / AP
Elle rit aux éclats en savourant son succès : « Je ny crois pas, je ny crois pas ! » Sur la ligne darrivée, Oksa… [+2502 chars]"
8,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",Libération,"Michel Barnier à Matignon : en 1981, il votait contre la dépénalisation de fait des relations homosexuelles - Libération",,https://news.google.com/rss/articles/CBMilgJBVV95cUxPWGR2TDZOeFhmWllCZnhIdGpWRzN0VU9XOVdsc2JlQWJreWlJbmREdG9fanduSk1LZ3pqNG1MZTlpNkxQRUxpdm1RNDNmVjlSdy1LN3MzRG9mV1VHcXFpMkFQSE1QV1hTUWs1MlRFYjR6VDQ2Sm5mYnQ1MVIwaGU4UTJyTFNGVm9ZOXNLZXlqRHJ3X2JYZ2xfeG9UcjY5UVZBN0NrYTZyd0VXelNtZUxMVGVDT1JCaVMzdkwtSE5HUldnbmNhUGlka0JHZks2TWw3YmhoOENEbEVHeHQ3b0FrVHlJNnBKb0o4Q1hyX2hITHNqcmhZdzlfWXZuamNRQ25qSEpxS1h6ampCSVo3YUdVVlBZejgxdw?oc=5,,2024-09-05T18:49:46+00:00,
9,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",Le Monde,Le Rassemblement national laisse sa chance à Michel Barnier : « Nous jugerons sur pièces » - Le Monde,,https://news.google.com/rss/articles/CBMi6gFBVV95cUxONlU0T0VyUy1GX0VpaGZPVm84VGY4dnhPUEU4RWhGZm1SRl93bkw4MkZwTmFYSDhUOHgxWHd2RndqanZjUEdVUktYNU9fUmtnTWd1cWxOQVFxYUdUWFJ1cUtXWXRJbTdVVmhWM0lkaTN4b25lQ2pVOHBWLW12eHhSRUdsVmphUHlBMHFqbXVQSmowc29veEd3OXl4aEd1Mm0wZVJhZ2l4OEQtRTF4MFRURzZmWFJacy1LeDF6UlpJNkttbVdhQWd3REJkbXZLQ19HMUtTM2tfQWhXaGZDWDlyeU5aM2ttblBCSFE?oc=5,,2024-09-05T18:12:03+00:00,
